,# Examples,Dimensionality,Number of Clusters,Proportion Changes,Method,Time (s)
2354,20000,100,50,5,sklearn,44.800655126571655
2355,20000,100,50,5,Full,25.834439277648926
2356,20000,100,50,5,Partial,16.042231798171997
2357,20000,100,50,5,sklearn,44.785690784454346
2358,20000,100,50,5,Full,25.849408388137817
2359,20000,100,50,5,Partial,16.00491428375244
2360,20000,100,50,5,sklearn,44.808940172195435
2361,20000,100,50,5,Full,25.86358404159546
2362,20000,100,50,5,Partial,16.012837886810303
2363,20000,100,50,5,sklearn,44.78778696060181
2364,20000,100,50,5,Full,25.873899221420288
2365,20000,100,50,5,Partial,16.037700414657593
2366,20000,100,50,5,sklearn,44.75206017494202
2367,20000,100,50,5,Full,25.819740056991577
2368,20000,100,50,5,Partial,16.004619598388672
2369,20000,100,50,5,sklearn,44.78964018821716
2370,20000,100,50,10,Full,25.826476097106934
2371,20000,100,50,10,Partial,17.74048686027527
2372,20000,100,50,10,sklearn,44.799938678741455
2373,20000,100,50,10,Full,25.851158618927002
2374,20000,100,50,10,Partial,17.77831792831421
2375,20000,100,50,10,sklearn,44.779276609420776
2376,20000,100,50,10,Full,25.88683032989502
2377,20000,100,50,10,Partial,17.80618691444397
2378,20000,100,50,10,sklearn,44.82873582839966
2379,20000,100,50,10,Full,25.89634919166565
2380,20000,100,50,10,Partial,17.80179715156555
2381,20000,100,50,10,sklearn,44.789499282836914
2382,20000,100,50,10,Full,25.8387770652771
2383,20000,100,50,10,Partial,17.748258352279663
2384,20000,100,50,10,sklearn,44.82665681838989
2385,20000,100,50,10,Full,25.81719136238098
2386,20000,100,50,10,Partial,17.762351989746094
2387,20000,100,50,10,sklearn,44.77585053443909
2388,20000,100,50,10,Full,25.879915237426758
2389,20000,100,50,10,Partial,17.740030527114868
2390,20000,100,50,10,sklearn,44.805986642837524
2391,20000,100,50,10,Full,25.86040163040161
2392,20000,100,50,10,Partial,17.73463273048401
2393,20000,100,50,10,sklearn,44.79801344871521
2394,20000,100,50,10,Full,25.796138286590576
2395,20000,100,50,10,Partial,17.702579498291016
2396,20000,100,50,10,sklearn,44.70687413215637
2397,20000,100,50,10,Full,25.742985010147095
2398,20000,100,50,10,Partial,17.679431676864624
2399,20000,100,50,10,sklearn,44.64700484275818
2400,20000,100,50,20,Full,25.705605030059814
2401,20000,100,50,20,Partial,19.101750373840332
2402,20000,100,50,20,sklearn,44.6495475769043
2403,20000,100,50,20,Full,25.7287437915802
2404,20000,100,50,20,Partial,19.094000339508057
2405,20000,100,50,20,sklearn,44.742274045944214
2406,20000,100,50,20,Full,25.966382026672363
2407,20000,100,50,20,Partial,19.10906434059143
2408,20000,100,50,20,sklearn,44.68907690048218
2409,20000,100,50,20,Full,25.71435022354126
2410,20000,100,50,20,Partial,19.100463151931763
2411,20000,100,50,20,sklearn,44.64303779602051
2412,20000,100,50,20,Full,25.687588214874268
2413,20000,100,50,20,Partial,19.07664966583252
2414,20000,100,50,20,sklearn,44.62344145774841
2415,20000,100,50,20,Full,25.73221492767334
2416,20000,100,50,20,Partial,19.08252739906311
2417,20000,100,50,20,sklearn,44.65178823471069
2418,20000,100,50,20,Full,26.09103012084961
2419,20000,100,50,20,Partial,19.15087056159973
2420,20000,100,50,20,sklearn,44.64601397514343
2421,20000,100,50,20,Full,25.737632989883423
2422,20000,100,50,20,Partial,19.08646512031555
2423,20000,100,50,20,sklearn,44.70624613761902
2424,20000,100,50,20,Full,25.6681067943573
2425,20000,100,50,20,Partial,18.992302894592285
2426,20000,100,50,20,sklearn,44.60329627990723
2427,20000,100,50,20,Full,25.630656003952026
2428,20000,100,50,20,Partial,18.996314525604248
2429,20000,100,50,20,sklearn,44.6511390209198
2430,20000,100,50,30,Full,25.63005805015564
2431,20000,100,50,30,Partial,23.527650117874146
2432,20000,100,50,30,sklearn,44.6242196559906
2433,20000,100,50,30,Full,25.625920057296753
2434,20000,100,50,30,Partial,23.516263008117676
2435,20000,100,50,30,sklearn,44.628838539123535
2436,20000,100,50,30,Full,25.629362106323242
2437,20000,100,50,30,Partial,23.51673913002014
2438,20000,100,50,30,sklearn,44.64482927322388
2439,20000,100,50,30,Full,25.69536280632019
2440,20000,100,50,30,Partial,23.624343872070312
2441,20000,100,50,30,sklearn,44.5954384803772
2442,20000,100,50,30,Full,25.64045763015747
2443,20000,100,50,30,Partial,23.454222917556763
2444,20000,100,50,30,sklearn,44.66939187049866
2445,20000,100,50,30,Full,25.66519546508789
2446,20000,100,50,30,Partial,23.58387804031372
2447,20000,100,50,30,sklearn,44.59293341636658
2448,20000,100,50,30,Full,25.706856966018677
2449,20000,100,50,30,Partial,23.585148811340332
2450,20000,100,50,30,sklearn,44.8715341091156
2451,20000,100,50,30,Full,25.687418222427368
2452,20000,100,50,30,Partial,23.561368703842163
2453,20000,100,50,30,sklearn,44.66475486755371
2454,20000,100,50,30,Full,25.746980905532837
2455,20000,100,50,30,Partial,23.665671586990356
2456,20000,100,50,30,sklearn,44.712838649749756
2457,20000,100,50,30,Full,25.85948348045349
2458,20000,100,50,30,Partial,23.697627544403076
2459,20000,100,50,30,sklearn,44.64317870140076
2460,20000,100,50,40,Full,25.739683628082275
2461,20000,100,50,40,Partial,25.831987142562866
2462,20000,100,50,40,sklearn,44.62673330307007
2463,20000,100,50,40,Full,25.88696312904358
2464,20000,100,50,40,Partial,25.820378303527832
2465,20000,100,50,40,sklearn,44.65721392631531
2466,20000,100,50,40,Full,25.845803260803223
2467,20000,100,50,40,Partial,25.952235221862793
2468,20000,100,50,40,sklearn,44.98526191711426
2469,20000,100,50,40,Full,25.851459980010986
2470,20000,100,50,40,Partial,25.954636573791504
2471,20000,100,50,40,sklearn,45.07948088645935
2472,20000,100,50,40,Full,25.863422393798828
2473,20000,100,50,40,Partial,25.838922023773193
2474,20000,100,50,40,sklearn,44.72008800506592
2475,20000,100,50,40,Full,25.834564685821533
2476,20000,100,50,40,Partial,25.869712591171265
2477,20000,100,50,40,sklearn,44.784607887268066
2478,20000,100,50,40,Full,25.90077543258667
2479,20000,100,50,40,Partial,25.846797704696655
2480,20000,100,50,40,sklearn,44.766510248184204
2481,20000,100,50,40,Full,25.837859869003296
2482,20000,100,50,40,Partial,25.929476022720337
2483,20000,100,50,40,sklearn,44.78484654426575
2484,20000,100,50,40,Full,25.837146043777466
2485,20000,100,50,40,Partial,25.887383460998535
2486,20000,100,50,40,sklearn,45.32910180091858
2487,20000,100,50,40,Full,26.10900592803955
2488,20000,100,50,40,Partial,25.932047128677368
2489,20000,100,50,40,sklearn,45.045371770858765
2490,20000,100,50,50,Full,25.916171312332153
2491,20000,100,50,50,Partial,32.06677460670471
2492,20000,100,50,50,sklearn,44.871899127960205
2493,20000,100,50,50,Full,25.845078945159912
2494,20000,100,50,50,Partial,30.754613876342773
2495,20000,100,50,50,sklearn,44.8434693813324
2496,20000,100,50,50,Full,25.850377559661865
2497,20000,100,50,50,Partial,30.751142978668213
2498,20000,100,50,50,sklearn,44.81065511703491
2499,20000,100,50,50,Full,25.827738761901855
2500,20000,100,50,50,Partial,30.799004554748535
2501,20000,100,50,50,sklearn,44.783565282821655
2502,20000,100,50,50,Full,25.84286665916443
2503,20000,100,50,50,Partial,30.708343267440796
2504,20000,100,50,50,sklearn,44.77031064033508
2505,20000,100,50,50,Full,25.84643864631653
2506,20000,100,50,50,Partial,30.79751944541931
2507,20000,100,50,50,sklearn,44.829052209854126
2508,20000,100,50,50,Full,25.81907081604004
2509,20000,100,50,50,Partial,30.94459891319275
2510,20000,100,50,50,sklearn,45.01859378814697
2511,20000,100,50,50,Full,26.13313889503479
2512,20000,100,50,50,Partial,31.143129587173462
2513,20000,100,50,50,sklearn,44.83530044555664
2514,20000,100,50,50,Full,25.833143711090088
2515,20000,100,50,50,Partial,30.790810585021973
2516,20000,100,50,50,sklearn,45.06149244308472
2517,20000,100,50,50,Full,26.008504390716553
2518,20000,100,50,50,Partial,31.087686777114868
2519,20000,100,50,50,sklearn,44.904749631881714
