,# Examples,Dimensionality,Number of Clusters,Proportion Changes,Method,Time (s)
581,1000,100,50,40,sklearn,0.05158567428588867
582,1000,100,50,40,Full,0.08800148963928223
583,1000,100,50,40,Partial,0.13252544403076172
584,1000,100,50,40,sklearn,0.052102088928222656
585,1000,100,50,40,Full,0.08724498748779297
586,1000,100,50,40,Partial,0.13361096382141113
587,1000,100,50,40,sklearn,0.05263471603393555
588,1000,100,50,40,Full,0.08803129196166992
589,1000,100,50,40,Partial,0.1320352554321289
590,1000,100,50,40,sklearn,0.05167031288146973
591,1000,100,50,40,Full,0.08723211288452148
592,1000,100,50,40,Partial,0.1323540210723877
593,1000,100,50,40,sklearn,0.052109479904174805
594,1000,100,50,40,Full,0.08708643913269043
595,1000,100,50,40,Partial,0.13257837295532227
596,1000,100,50,40,sklearn,0.05119633674621582
597,1000,100,50,40,Full,0.08845996856689453
598,1000,100,50,40,Partial,0.1343998908996582
599,1000,100,50,40,sklearn,0.05187392234802246
600,1000,100,50,50,Full,0.09192347526550293
601,1000,100,50,50,Partial,0.15095829963684082
602,1000,100,50,50,sklearn,0.051181793212890625
603,1000,100,50,50,Full,0.08753395080566406
604,1000,100,50,50,Partial,0.14619112014770508
605,1000,100,50,50,sklearn,0.052097320556640625
606,1000,100,50,50,Full,0.08758902549743652
607,1000,100,50,50,Partial,0.14698195457458496
608,1000,100,50,50,sklearn,0.052282094955444336
609,1000,100,50,50,Full,0.08707857131958008
610,1000,100,50,50,Partial,0.14648914337158203
611,1000,100,50,50,sklearn,0.052091121673583984
612,1000,100,50,50,Full,0.08666491508483887
613,1000,100,50,50,Partial,0.146622896194458
614,1000,100,50,50,sklearn,0.05173802375793457
615,1000,100,50,50,Full,0.08664989471435547
616,1000,100,50,50,Partial,0.1456153392791748
617,1000,100,50,50,sklearn,0.051835060119628906
618,1000,100,50,50,Full,0.08819794654846191
619,1000,100,50,50,Partial,0.14542675018310547
620,1000,100,50,50,sklearn,0.0514826774597168
621,1000,100,50,50,Full,0.08743524551391602
622,1000,100,50,50,Partial,0.14762663841247559
623,1000,100,50,50,sklearn,0.05153942108154297
624,1000,100,50,50,Full,0.08732223510742188
625,1000,100,50,50,Partial,0.14622926712036133
626,1000,100,50,50,sklearn,0.052111148834228516
627,1000,100,50,50,Full,0.08700370788574219
628,1000,100,50,50,Partial,0.1479191780090332
629,1000,100,50,50,sklearn,0.051787614822387695
630,5000,2,50,1,Full,0.4372236728668213
631,5000,2,50,1,Partial,0.24894285202026367
632,5000,2,50,1,sklearn,0.5240607261657715
633,5000,2,50,1,Full,0.43815112113952637
634,5000,2,50,1,Partial,0.25583553314208984
635,5000,2,50,1,sklearn,0.5225856304168701
636,5000,2,50,1,Full,0.4354259967803955
637,5000,2,50,1,Partial,0.25478482246398926
638,5000,2,50,1,sklearn,0.5246849060058594
639,5000,2,50,1,Full,0.43915772438049316
640,5000,2,50,1,Partial,0.2539522647857666
641,5000,2,50,1,sklearn,0.5219020843505859
642,5000,2,50,1,Full,0.4385972023010254
643,5000,2,50,1,Partial,0.25371479988098145
644,5000,2,50,1,sklearn,0.5234255790710449
645,5000,2,50,1,Full,0.43579673767089844
646,5000,2,50,1,Partial,0.25390124320983887
647,5000,2,50,1,sklearn,0.5255801677703857
648,5000,2,50,1,Full,0.4392375946044922
649,5000,2,50,1,Partial,0.2557334899902344
650,5000,2,50,1,sklearn,0.522087574005127
651,5000,2,50,1,Full,0.43885087966918945
652,5000,2,50,1,Partial,0.25707221031188965
653,5000,2,50,1,sklearn,0.5222368240356445
654,5000,2,50,1,Full,0.43584465980529785
655,5000,2,50,1,Partial,0.25292420387268066
656,5000,2,50,1,sklearn,0.527029275894165
657,5000,2,50,1,Full,0.4406588077545166
658,5000,2,50,1,Partial,0.2529458999633789
659,5000,2,50,1,sklearn,0.5237276554107666
660,5000,2,50,5,Full,0.43947768211364746
661,5000,2,50,5,Partial,0.2783811092376709
662,5000,2,50,5,sklearn,0.5247626304626465
663,5000,2,50,5,Full,0.43886399269104004
664,5000,2,50,5,Partial,0.2770259380340576
665,5000,2,50,5,sklearn,0.5269463062286377
666,5000,2,50,5,Full,0.4401876926422119
667,5000,2,50,5,Partial,0.2762889862060547
668,5000,2,50,5,sklearn,0.5240039825439453
669,5000,2,50,5,Full,0.4403572082519531
670,5000,2,50,5,Partial,0.27825117111206055
671,5000,2,50,5,sklearn,0.5248661041259766
672,5000,2,50,5,Full,0.43674492835998535
673,5000,2,50,5,Partial,0.2769496440887451
674,5000,2,50,5,sklearn,0.5275259017944336
675,5000,2,50,5,Full,0.43810009956359863
676,5000,2,50,5,Partial,0.2777249813079834
677,5000,2,50,5,sklearn,0.522158145904541
678,5000,2,50,5,Full,0.4413583278656006
679,5000,2,50,5,Partial,0.27671337127685547
680,5000,2,50,5,sklearn,0.5225436687469482
681,5000,2,50,5,Full,0.4371223449707031
682,5000,2,50,5,Partial,0.2750725746154785
683,5000,2,50,5,sklearn,0.5308334827423096
684,5000,2,50,5,Full,0.43772363662719727
685,5000,2,50,5,Partial,0.2757110595703125
686,5000,2,50,5,sklearn,0.5240192413330078
687,5000,2,50,5,Full,0.43915677070617676
688,5000,2,50,5,Partial,0.27977728843688965
689,5000,2,50,5,sklearn,0.5250484943389893
690,5000,2,50,10,Full,0.4391911029815674
691,5000,2,50,10,Partial,0.3022959232330322
692,5000,2,50,10,sklearn,0.5258054733276367
693,5000,2,50,10,Full,0.4414079189300537
694,5000,2,50,10,Partial,0.3030815124511719
695,5000,2,50,10,sklearn,0.528498649597168
696,5000,2,50,10,Full,0.4552443027496338
697,5000,2,50,10,Partial,0.30524587631225586
698,5000,2,50,10,sklearn,0.527611255645752
699,5000,2,50,10,Full,0.43892502784729004
700,5000,2,50,10,Partial,0.3027963638305664
701,5000,2,50,10,sklearn,0.526806116104126
702,5000,2,50,10,Full,0.4417891502380371
703,5000,2,50,10,Partial,0.3026258945465088
704,5000,2,50,10,sklearn,0.5254931449890137
705,5000,2,50,10,Full,0.441638708114624
706,5000,2,50,10,Partial,0.3040754795074463
707,5000,2,50,10,sklearn,0.5340535640716553
708,5000,2,50,10,Full,0.4456827640533447
709,5000,2,50,10,Partial,0.30608248710632324
710,5000,2,50,10,sklearn,0.5339210033416748
711,5000,2,50,10,Full,0.44443321228027344
712,5000,2,50,10,Partial,0.30527234077453613
713,5000,2,50,10,sklearn,0.5308434963226318
714,5000,2,50,10,Full,0.4445912837982178
715,5000,2,50,10,Partial,0.3059225082397461
716,5000,2,50,10,sklearn,0.5282185077667236
717,5000,2,50,10,Full,0.4395005702972412
718,5000,2,50,10,Partial,0.30181193351745605
719,5000,2,50,10,sklearn,0.5285632610321045
720,5000,2,50,20,Full,0.44227027893066406
721,5000,2,50,20,Partial,0.33525514602661133
722,5000,2,50,20,sklearn,0.525684118270874
723,5000,2,50,20,Full,0.4436221122741699
724,5000,2,50,20,Partial,0.3349447250366211
725,5000,2,50,20,sklearn,0.5326724052429199
726,5000,2,50,20,Full,0.4417574405670166
727,5000,2,50,20,Partial,0.33453989028930664
728,5000,2,50,20,sklearn,0.5324771404266357
729,5000,2,50,20,Full,0.4451169967651367
730,5000,2,50,20,Partial,0.3373122215270996
731,5000,2,50,20,sklearn,0.5320839881896973
732,5000,2,50,20,Full,0.44547104835510254
733,5000,2,50,20,Partial,0.33640575408935547
734,5000,2,50,20,sklearn,0.5414478778839111
735,5000,2,50,20,Full,0.44519495964050293
736,5000,2,50,20,Partial,0.3363208770751953
737,5000,2,50,20,sklearn,0.5352885723114014
738,5000,2,50,20,Full,0.44243383407592773
739,5000,2,50,20,Partial,0.3339693546295166
740,5000,2,50,20,sklearn,0.5251481533050537
741,5000,2,50,20,Full,0.44312119483947754
742,5000,2,50,20,Partial,0.33669161796569824
743,5000,2,50,20,sklearn,0.5304653644561768
744,5000,2,50,20,Full,0.4429473876953125
745,5000,2,50,20,Partial,0.3335998058319092
746,5000,2,50,20,sklearn,0.5297660827636719
747,5000,2,50,20,Full,0.44272446632385254
748,5000,2,50,20,Partial,0.33498597145080566
749,5000,2,50,20,sklearn,0.5330004692077637
750,5000,2,50,30,Full,0.4436519145965576
751,5000,2,50,30,Partial,0.40013694763183594
752,5000,2,50,30,sklearn,0.5274183750152588
753,5000,2,50,30,Full,0.44441914558410645
754,5000,2,50,30,Partial,0.3984050750732422
755,5000,2,50,30,sklearn,0.5284972190856934
756,5000,2,50,30,Full,0.4424915313720703
757,5000,2,50,30,Partial,0.399599552154541
758,5000,2,50,30,sklearn,0.5243728160858154
759,5000,2,50,30,Full,0.4468107223510742
760,5000,2,50,30,Partial,0.401259183883667
761,5000,2,50,30,sklearn,0.5323164463043213
762,5000,2,50,30,Full,0.4440302848815918
763,5000,2,50,30,Partial,0.4015042781829834
764,5000,2,50,30,sklearn,0.5318112373352051
765,5000,2,50,30,Full,0.44420433044433594
766,5000,2,50,30,Partial,0.4004940986633301
767,5000,2,50,30,sklearn,0.5257771015167236
768,5000,2,50,30,Full,0.4450035095214844
769,5000,2,50,30,Partial,0.4014732837677002
770,5000,2,50,30,sklearn,0.5335798263549805
771,5000,2,50,30,Full,0.44594502449035645
772,5000,2,50,30,Partial,0.3992166519165039
773,5000,2,50,30,sklearn,0.5293662548065186
774,5000,2,50,30,Full,0.44390392303466797
775,5000,2,50,30,Partial,0.40048909187316895
776,5000,2,50,30,sklearn,0.5261900424957275
777,5000,2,50,30,Full,0.4453916549682617
778,5000,2,50,30,Partial,0.40009617805480957
779,5000,2,50,30,sklearn,0.5295276641845703
780,5000,2,50,40,Full,0.44223999977111816
781,5000,2,50,40,Partial,0.4258687496185303
782,5000,2,50,40,sklearn,0.5281155109405518
783,5000,2,50,40,Full,0.4477553367614746
784,5000,2,50,40,Partial,0.428147554397583
785,5000,2,50,40,sklearn,0.5350682735443115
786,5000,2,50,40,Full,0.4466233253479004
787,5000,2,50,40,Partial,0.42661237716674805
788,5000,2,50,40,sklearn,0.5312824249267578
789,5000,2,50,40,Full,0.4424312114715576
790,5000,2,50,40,Partial,0.4280273914337158
791,5000,2,50,40,sklearn,0.529930830001831
792,5000,2,50,40,Full,0.4483678340911865
793,5000,2,50,40,Partial,0.42661476135253906
794,5000,2,50,40,sklearn,0.5293533802032471
795,5000,2,50,40,Full,0.4461965560913086
796,5000,2,50,40,Partial,0.42995285987854004
797,5000,2,50,40,sklearn,0.5336258411407471
798,5000,2,50,40,Full,0.445950984954834
799,5000,2,50,40,Partial,0.42797088623046875
800,5000,2,50,40,sklearn,0.5328094959259033
801,5000,2,50,40,Full,0.4451913833618164
802,5000,2,50,40,Partial,0.42772841453552246
803,5000,2,50,40,sklearn,0.529865026473999
804,5000,2,50,40,Full,0.4468879699707031
805,5000,2,50,40,Partial,0.4277791976928711
806,5000,2,50,40,sklearn,0.5281932353973389
807,5000,2,50,40,Full,0.4452543258666992
808,5000,2,50,40,Partial,0.42691564559936523
809,5000,2,50,40,sklearn,0.5341701507568359
810,5000,2,50,50,Full,0.4414668083190918
811,5000,2,50,50,Partial,0.47495198249816895
812,5000,2,50,50,sklearn,0.5284192562103271
813,5000,2,50,50,Full,0.4473726749420166
814,5000,2,50,50,Partial,0.4729011058807373
815,5000,2,50,50,sklearn,0.5309655666351318
816,5000,2,50,50,Full,0.4454233646392822
817,5000,2,50,50,Partial,0.47842836380004883
818,5000,2,50,50,sklearn,0.5340228080749512
819,5000,2,50,50,Full,0.4466068744659424
820,5000,2,50,50,Partial,0.4740419387817383
821,5000,2,50,50,sklearn,0.5311503410339355
822,5000,2,50,50,Full,0.4469108581542969
823,5000,2,50,50,Partial,0.47525882720947266
824,5000,2,50,50,sklearn,0.5340135097503662
825,5000,2,50,50,Full,0.44594311714172363
826,5000,2,50,50,Partial,0.47424793243408203
827,5000,2,50,50,sklearn,0.5347006320953369
828,5000,2,50,50,Full,0.4528820514678955
829,5000,2,50,50,Partial,0.4861769676208496
830,5000,2,50,50,sklearn,0.5453732013702393
831,5000,2,50,50,Full,0.45614099502563477
832,5000,2,50,50,Partial,0.48694491386413574
833,5000,2,50,50,sklearn,0.5463194847106934
834,5000,2,50,50,Full,0.4550435543060303
835,5000,2,50,50,Partial,0.4819660186767578
836,5000,2,50,50,sklearn,0.5466306209564209
837,5000,2,50,50,Full,0.4561455249786377
838,5000,2,50,50,Partial,0.49364280700683594
839,5000,2,50,50,sklearn,0.5434970855712891
840,5000,50,50,1,Full,0.8342223167419434
841,5000,50,50,1,Partial,0.4702634811401367
842,5000,50,50,1,sklearn,0.8975870609283447
843,5000,50,50,1,Full,0.8130414485931396
844,5000,50,50,1,Partial,0.46498727798461914
845,5000,50,50,1,sklearn,0.8987178802490234
846,5000,50,50,1,Full,0.8138997554779053
847,5000,50,50,1,Partial,0.4649956226348877
848,5000,50,50,1,sklearn,0.8966169357299805
849,5000,50,50,1,Full,0.8131334781646729
850,5000,50,50,1,Partial,0.46492624282836914
851,5000,50,50,1,sklearn,0.8987910747528076
852,5000,50,50,1,Full,0.812509298324585
853,5000,50,50,1,Partial,0.4660017490386963
854,5000,50,50,1,sklearn,0.9191117286682129
855,5000,50,50,1,Full,0.8118412494659424
856,5000,50,50,1,Partial,0.4669761657714844
857,5000,50,50,1,sklearn,0.9012594223022461
858,5000,50,50,1,Full,0.8107552528381348
859,5000,50,50,1,Partial,0.46566319465637207
860,5000,50,50,1,sklearn,0.9047651290893555
861,5000,50,50,1,Full,0.816594123840332
862,5000,50,50,1,Partial,0.4644479751586914
863,5000,50,50,1,sklearn,0.9001667499542236
864,5000,50,50,1,Full,0.815070629119873
865,5000,50,50,1,Partial,0.46537160873413086
866,5000,50,50,1,sklearn,0.9063653945922852
867,5000,50,50,1,Full,0.8153607845306396
868,5000,50,50,1,Partial,0.4652085304260254
869,5000,50,50,1,sklearn,0.9102728366851807
870,5000,50,50,5,Full,0.8257441520690918
871,5000,50,50,5,Partial,0.47756481170654297
872,5000,50,50,5,sklearn,0.9033651351928711
873,5000,50,50,5,Full,0.8124129772186279
874,5000,50,50,5,Partial,0.48052978515625
875,5000,50,50,5,sklearn,0.9015531539916992
876,5000,50,50,5,Full,0.816734790802002
877,5000,50,50,5,Partial,0.47586989402770996
878,5000,50,50,5,sklearn,0.9011940956115723
879,5000,50,50,5,Full,0.8147189617156982
880,5000,50,50,5,Partial,0.47672390937805176
881,5000,50,50,5,sklearn,0.9014313220977783
882,5000,50,50,5,Full,0.8155279159545898
883,5000,50,50,5,Partial,0.4768965244293213
884,5000,50,50,5,sklearn,0.8986315727233887
885,5000,50,50,5,Full,0.8192837238311768
886,5000,50,50,5,Partial,0.479856014251709
887,5000,50,50,5,sklearn,0.8997294902801514
888,5000,50,50,5,Full,0.812567949295044
889,5000,50,50,5,Partial,0.48041844367980957
890,5000,50,50,5,sklearn,0.9003369808197021
891,5000,50,50,5,Full,0.8139662742614746
892,5000,50,50,5,Partial,0.47781920433044434
893,5000,50,50,5,sklearn,0.90348219871521
894,5000,50,50,5,Full,0.816124677658081
895,5000,50,50,5,Partial,0.4796171188354492
896,5000,50,50,5,sklearn,0.9003627300262451
897,5000,50,50,5,Full,0.813880443572998
898,5000,50,50,5,Partial,0.4769766330718994
899,5000,50,50,5,sklearn,0.9028363227844238
900,5000,50,50,10,Full,0.8444414138793945
901,5000,50,50,10,Partial,0.5375480651855469
902,5000,50,50,10,sklearn,0.9248480796813965
903,5000,50,50,10,Full,0.835468053817749
904,5000,50,50,10,Partial,0.5334668159484863
905,5000,50,50,10,sklearn,0.9238882064819336
906,5000,50,50,10,Full,0.8421955108642578
907,5000,50,50,10,Partial,0.5443124771118164
908,5000,50,50,10,sklearn,0.9223179817199707
909,5000,50,50,10,Full,0.8173279762268066
910,5000,50,50,10,Partial,0.5242018699645996
911,5000,50,50,10,sklearn,0.9028298854827881
912,5000,50,50,10,Full,0.8150219917297363
913,5000,50,50,10,Partial,0.5361514091491699
914,5000,50,50,10,sklearn,0.9306061267852783
915,5000,50,50,10,Full,0.8170492649078369
916,5000,50,50,10,Partial,0.5290100574493408
917,5000,50,50,10,sklearn,0.905808687210083
918,5000,50,50,10,Full,0.8218023777008057
919,5000,50,50,10,Partial,0.5253493785858154
920,5000,50,50,10,sklearn,0.9128727912902832
921,5000,50,50,10,Full,0.8209490776062012
922,5000,50,50,10,Partial,0.5269064903259277
923,5000,50,50,10,sklearn,0.904486894607544
924,5000,50,50,10,Full,0.8200511932373047
925,5000,50,50,10,Partial,0.5297026634216309
926,5000,50,50,10,sklearn,0.908344030380249
927,5000,50,50,10,Full,0.8187122344970703
928,5000,50,50,10,Partial,0.524726390838623
929,5000,50,50,10,sklearn,0.9024405479431152
930,5000,50,50,20,Full,0.8339200019836426
931,5000,50,50,20,Partial,0.6931712627410889
932,5000,50,50,20,sklearn,0.9171133041381836
933,5000,50,50,20,Full,0.827080249786377
934,5000,50,50,20,Partial,0.6927926540374756
935,5000,50,50,20,sklearn,0.9197092056274414
936,5000,50,50,20,Full,0.8189280033111572
937,5000,50,50,20,Partial,0.69344162940979
938,5000,50,50,20,sklearn,0.9038238525390625
939,5000,50,50,20,Full,0.824298620223999
940,5000,50,50,20,Partial,0.6865475177764893
941,5000,50,50,20,sklearn,0.9073011875152588
942,5000,50,50,20,Full,0.8244216442108154
943,5000,50,50,20,Partial,0.6834728717803955
944,5000,50,50,20,sklearn,0.9152941703796387
945,5000,50,50,20,Full,0.820594072341919
946,5000,50,50,20,Partial,0.685593843460083
947,5000,50,50,20,sklearn,0.905552864074707
948,5000,50,50,20,Full,0.8186976909637451
949,5000,50,50,20,Partial,0.6947052478790283
950,5000,50,50,20,sklearn,0.905200719833374
951,5000,50,50,20,Full,0.8290555477142334
952,5000,50,50,20,Partial,0.6896519660949707
953,5000,50,50,20,sklearn,0.907529354095459
954,5000,50,50,20,Full,0.8193521499633789
955,5000,50,50,20,Partial,0.6888837814331055
956,5000,50,50,20,sklearn,0.908146858215332
957,5000,50,50,20,Full,0.819739818572998
958,5000,50,50,20,Partial,0.6842801570892334
959,5000,50,50,20,sklearn,0.9064345359802246
960,5000,50,50,30,Full,0.8260691165924072
961,5000,50,50,30,Partial,0.7980082035064697
962,5000,50,50,30,sklearn,0.9107165336608887
963,5000,50,50,30,Full,0.8247237205505371
964,5000,50,50,30,Partial,0.8027310371398926
965,5000,50,50,30,sklearn,0.9021828174591064
966,5000,50,50,30,Full,0.8215007781982422
967,5000,50,50,30,Partial,0.8059086799621582
968,5000,50,50,30,sklearn,0.9084329605102539
969,5000,50,50,30,Full,0.8268234729766846
970,5000,50,50,30,Partial,0.8082172870635986
971,5000,50,50,30,sklearn,0.9037685394287109
972,5000,50,50,30,Full,0.8157839775085449
973,5000,50,50,30,Partial,0.8080575466156006
974,5000,50,50,30,sklearn,0.9035241603851318
975,5000,50,50,30,Full,0.8166964054107666
976,5000,50,50,30,Partial,0.801999568939209
977,5000,50,50,30,sklearn,0.9042365550994873
978,5000,50,50,30,Full,0.8157694339752197
979,5000,50,50,30,Partial,0.8010010719299316
980,5000,50,50,30,sklearn,0.9042432308197021
981,5000,50,50,30,Full,0.8159141540527344
982,5000,50,50,30,Partial,0.8036594390869141
983,5000,50,50,30,sklearn,0.9047303199768066
984,5000,50,50,30,Full,0.8167963027954102
985,5000,50,50,30,Partial,0.8002171516418457
986,5000,50,50,30,sklearn,0.9026494026184082
987,5000,50,50,30,Full,0.8286845684051514
988,5000,50,50,30,Partial,0.8174788951873779
989,5000,50,50,30,sklearn,0.9029805660247803
990,5000,50,50,40,Full,0.8433620929718018
991,5000,50,50,40,Partial,0.8940668106079102
992,5000,50,50,40,sklearn,0.8996601104736328
993,5000,50,50,40,Full,0.8264985084533691
994,5000,50,50,40,Partial,0.878870964050293
995,5000,50,50,40,sklearn,0.9017314910888672
996,5000,50,50,40,Full,0.8150284290313721
997,5000,50,50,40,Partial,0.8806664943695068
998,5000,50,50,40,sklearn,0.9011712074279785
999,5000,50,50,40,Full,0.8142228126525879
1000,5000,50,50,40,Partial,0.877025842666626
1001,5000,50,50,40,sklearn,0.901416540145874
1002,5000,50,50,40,Full,0.8153347969055176
1003,5000,50,50,40,Partial,0.8787736892700195
1004,5000,50,50,40,sklearn,0.9056003093719482
1005,5000,50,50,40,Full,0.8151412010192871
1006,5000,50,50,40,Partial,0.8979930877685547
1007,5000,50,50,40,sklearn,0.926379919052124
1008,5000,50,50,40,Full,0.8189749717712402
1009,5000,50,50,40,Partial,0.8806841373443604
1010,5000,50,50,40,sklearn,0.9016990661621094
1011,5000,50,50,40,Full,0.8142192363739014
1012,5000,50,50,40,Partial,0.8823270797729492
1013,5000,50,50,40,sklearn,0.9066905975341797
1014,5000,50,50,40,Full,0.8125882148742676
1015,5000,50,50,40,Partial,0.8811337947845459
1016,5000,50,50,40,sklearn,0.9015700817108154
1017,5000,50,50,40,Full,0.8195154666900635
1018,5000,50,50,40,Partial,0.8796846866607666
1019,5000,50,50,40,sklearn,0.9049932956695557
1020,5000,50,50,50,Full,0.8503870964050293
1021,5000,50,50,50,Partial,1.040266513824463
1022,5000,50,50,50,sklearn,0.9049336910247803
1023,5000,50,50,50,Full,0.8167433738708496
1024,5000,50,50,50,Partial,1.01816725730896
1025,5000,50,50,50,sklearn,0.9035637378692627
1026,5000,50,50,50,Full,0.8156261444091797
1027,5000,50,50,50,Partial,1.017850637435913
1028,5000,50,50,50,sklearn,0.9022774696350098
1029,5000,50,50,50,Full,0.8159275054931641
1030,5000,50,50,50,Partial,1.0978527069091797
1031,5000,50,50,50,sklearn,1.0909318923950195
1032,5000,50,50,50,Full,0.9837336540222168
1033,5000,50,50,50,Partial,1.0215506553649902
1034,5000,50,50,50,sklearn,0.9835007190704346
1035,5000,50,50,50,Full,0.8233675956726074
1036,5000,50,50,50,Partial,1.0183944702148438
1037,5000,50,50,50,sklearn,0.900984525680542
1038,5000,50,50,50,Full,0.8169691562652588
1039,5000,50,50,50,Partial,1.029033899307251
1040,5000,50,50,50,sklearn,0.9032912254333496
1041,5000,50,50,50,Full,0.8360598087310791
1042,5000,50,50,50,Partial,1.0316338539123535
1043,5000,50,50,50,sklearn,0.9138631820678711
1044,5000,50,50,50,Full,0.832381010055542
1045,5000,50,50,50,Partial,1.0497183799743652
1046,5000,50,50,50,sklearn,0.9136271476745605
1047,5000,50,50,50,Full,0.8349685668945312
1048,5000,50,50,50,Partial,1.0626277923583984
1049,5000,50,50,50,sklearn,0.9163448810577393
1050,5000,100,50,1,Full,1.352952480316162
1051,5000,100,50,1,Partial,0.759392261505127
1052,5000,100,50,1,sklearn,1.4331741333007812
1053,5000,100,50,1,Full,1.370666742324829
1054,5000,100,50,1,Partial,0.7478981018066406
1055,5000,100,50,1,sklearn,1.4355978965759277
1056,5000,100,50,1,Full,1.3596575260162354
1057,5000,100,50,1,Partial,0.768420934677124
1058,5000,100,50,1,sklearn,1.4387669563293457
1059,5000,100,50,1,Full,1.3586673736572266
1060,5000,100,50,1,Partial,0.7618002891540527
1061,5000,100,50,1,sklearn,1.4436874389648438
1062,5000,100,50,1,Full,1.350400447845459
1063,5000,100,50,1,Partial,0.7611293792724609
1064,5000,100,50,1,sklearn,1.4356281757354736
1065,5000,100,50,1,Full,1.351881504058838
1066,5000,100,50,1,Partial,0.7603425979614258
1067,5000,100,50,1,sklearn,1.4405608177185059
1068,5000,100,50,1,Full,1.3505337238311768
1069,5000,100,50,1,Partial,0.7537496089935303
1070,5000,100,50,1,sklearn,1.4317238330841064
1071,5000,100,50,1,Full,1.3394804000854492
1072,5000,100,50,1,Partial,0.7492966651916504
1073,5000,100,50,1,sklearn,1.4250388145446777
1074,5000,100,50,1,Full,1.3378205299377441
1075,5000,100,50,1,Partial,0.7474780082702637
1076,5000,100,50,1,sklearn,1.4243640899658203
1077,5000,100,50,1,Full,1.3390734195709229
1078,5000,100,50,1,Partial,0.7511770725250244
1079,5000,100,50,1,sklearn,1.4285392761230469
1080,5000,100,50,5,Full,1.3459796905517578
1081,5000,100,50,5,Partial,0.8403620719909668
1082,5000,100,50,5,sklearn,1.426978588104248
1083,5000,100,50,5,Full,1.3409342765808105
1084,5000,100,50,5,Partial,0.8366010189056396
1085,5000,100,50,5,sklearn,1.4247674942016602
1086,5000,100,50,5,Full,1.3415241241455078
1087,5000,100,50,5,Partial,0.8385829925537109
1088,5000,100,50,5,sklearn,1.423949956893921
1089,5000,100,50,5,Full,1.3478195667266846
1090,5000,100,50,5,Partial,0.8351526260375977
1091,5000,100,50,5,sklearn,1.437126874923706
1092,5000,100,50,5,Full,1.3393259048461914
1093,5000,100,50,5,Partial,0.8450920581817627
1094,5000,100,50,5,sklearn,1.435624122619629
1095,5000,100,50,5,Full,1.344231128692627
1096,5000,100,50,5,Partial,0.8325135707855225
1097,5000,100,50,5,sklearn,1.4269583225250244
1098,5000,100,50,5,Full,1.3551747798919678
1099,5000,100,50,5,Partial,0.8378756046295166
1100,5000,100,50,5,sklearn,1.4347729682922363
1101,5000,100,50,5,Full,1.3475878238677979
1102,5000,100,50,5,Partial,0.8354775905609131
1103,5000,100,50,5,sklearn,1.4658434391021729
1104,5000,100,50,5,Full,1.3742311000823975
1105,5000,100,50,5,Partial,0.8391289710998535
1106,5000,100,50,5,sklearn,1.4239001274108887
1107,5000,100,50,5,Full,1.354161262512207
1108,5000,100,50,5,Partial,0.8328320980072021
1109,5000,100,50,5,sklearn,1.4250352382659912
1110,5000,100,50,10,Full,1.3592157363891602
1111,5000,100,50,10,Partial,0.9956645965576172
1112,5000,100,50,10,sklearn,1.4336028099060059
1113,5000,100,50,10,Full,1.3690171241760254
1114,5000,100,50,10,Partial,1.001586675643921
1115,5000,100,50,10,sklearn,1.4473767280578613
1116,5000,100,50,10,Full,1.3624064922332764
1117,5000,100,50,10,Partial,0.9832546710968018
1118,5000,100,50,10,sklearn,1.422919511795044
1119,5000,100,50,10,Full,1.338731288909912
1120,5000,100,50,10,Partial,0.9853518009185791
1121,5000,100,50,10,sklearn,1.4243087768554688
1122,5000,100,50,10,Full,1.3361339569091797
1123,5000,100,50,10,Partial,0.9834659099578857
1124,5000,100,50,10,sklearn,1.428694486618042
1125,5000,100,50,10,Full,1.3377771377563477
1126,5000,100,50,10,Partial,0.9843494892120361
1127,5000,100,50,10,sklearn,1.4272980690002441
1128,5000,100,50,10,Full,1.343188762664795
1129,5000,100,50,10,Partial,0.9852449893951416
1130,5000,100,50,10,sklearn,1.4242427349090576
1131,5000,100,50,10,Full,1.3356142044067383
1132,5000,100,50,10,Partial,1.1866676807403564
1133,5000,100,50,10,sklearn,1.4493839740753174
1134,5000,100,50,10,Full,1.339688777923584
1135,5000,100,50,10,Partial,1.1803853511810303
1136,5000,100,50,10,sklearn,1.4552712440490723
1137,5000,100,50,10,Full,1.3396599292755127
1138,5000,100,50,10,Partial,1.1766579151153564
1139,5000,100,50,10,sklearn,1.4697637557983398
1140,5000,100,50,20,Full,1.3479983806610107
1141,5000,100,50,20,Partial,1.1518921852111816
1142,5000,100,50,20,sklearn,1.417207956314087
1143,5000,100,50,20,Full,1.3336889743804932
1144,5000,100,50,20,Partial,1.167679786682129
1145,5000,100,50,20,sklearn,1.4232537746429443
1146,5000,100,50,20,Full,1.3343408107757568
1147,5000,100,50,20,Partial,1.1519649028778076
1148,5000,100,50,20,sklearn,1.4163999557495117
1149,5000,100,50,20,Full,1.3337509632110596
1150,5000,100,50,20,Partial,1.1644022464752197
1151,5000,100,50,20,sklearn,1.416292428970337
1152,5000,100,50,20,Full,1.326127529144287
1153,5000,100,50,20,Partial,1.148301362991333
1154,5000,100,50,20,sklearn,1.441483736038208
1155,5000,100,50,20,Full,1.332066535949707
1156,5000,100,50,20,Partial,1.1484277248382568
1157,5000,100,50,20,sklearn,1.419795036315918
1158,5000,100,50,20,Full,1.3313498497009277
